polyclinic,date,time,patientCount
Choa Chu Kang,2018-03-29,10:30,43
Choa Chu Kang,2018-03-29,10:35,40
Choa Chu Kang,2018-03-29,10:40,40
Choa Chu Kang,2018-03-29,10:45,40
Choa Chu Kang,2018-03-29,10:50,45
Choa Chu Kang,2018-03-29,10:55,45
Choa Chu Kang,2018-03-29,11:00,45
Choa Chu Kang,2018-03-29,11:05,41
Choa Chu Kang,2018-03-29,11:10,41
Choa Chu Kang,2018-03-29,11:15,41
Choa Chu Kang,2018-03-29,11:20,38
Choa Chu Kang,2018-03-29,11:25,38
Choa Chu Kang,2018-03-29,11:30,38
Choa Chu Kang,2018-03-29,11:35,44
Choa Chu Kang,2018-03-29,11:40,44
Choa Chu Kang,2018-03-29,11:45,45
Choa Chu Kang,2018-03-29,11:50,45
Choa Chu Kang,2018-03-29,11:55,45
Choa Chu Kang,2018-03-29,12:00,45
Choa Chu Kang,2018-03-29,13:35,25
Choa Chu Kang,2018-03-29,13:40,25
Choa Chu Kang,2018-03-29,13:45,25
Choa Chu Kang,2018-03-29,13:50,34
Choa Chu Kang,2018-03-29,13:55,34
Choa Chu Kang,2018-03-29,14:00,34
Choa Chu Kang,2018-03-29,14:05,42
Choa Chu Kang,2018-03-29,14:10,42
Choa Chu Kang,2018-03-29,14:15,42
Choa Chu Kang,2018-03-29,14:20,60
Choa Chu Kang,2018-03-29,14:25,60
Choa Chu Kang,2018-03-29,14:30,84
Choa Chu Kang,2018-03-29,14:35,84
Choa Chu Kang,2018-03-29,14:40,84
Choa Chu Kang,2018-03-29,14:45,84
Choa Chu Kang,2018-03-29,14:50,94
Choa Chu Kang,2018-03-29,14:55,94
Choa Chu Kang,2018-03-29,15:00,94
Choa Chu Kang,2018-03-29,15:05,97
Choa Chu Kang,2018-03-29,15:10,97
Choa Chu Kang,2018-03-29,15:15,97
Choa Chu Kang,2018-03-29,15:20,83
Choa Chu Kang,2018-03-29,15:25,83
Choa Chu Kang,2018-03-29,15:30,83
Choa Chu Kang,2018-03-29,15:35,85
Choa Chu Kang,2018-03-29,15:40,85
Choa Chu Kang,2018-03-29,15:45,85
Choa Chu Kang,2018-03-29,15:50,72
Choa Chu Kang,2018-03-29,15:55,72
Choa Chu Kang,2018-03-29,16:00,72
Choa Chu Kang,2018-03-30,08:00,0
Choa Chu Kang,2018-03-30,08:05,0
Choa Chu Kang,2018-03-30,08:10,0
Choa Chu Kang,2018-03-30,08:15,0
Choa Chu Kang,2018-03-30,08:20,0
Choa Chu Kang,2018-03-30,08:25,0
Choa Chu Kang,2018-03-30,08:30,0
Choa Chu Kang,2018-03-30,08:35,0
Choa Chu Kang,2018-03-30,08:40,0
Choa Chu Kang,2018-03-30,08:45,0
Choa Chu Kang,2018-03-30,08:50,0
Choa Chu Kang,2018-03-30,08:55,0
Choa Chu Kang,2018-03-30,09:00,0
Choa Chu Kang,2018-03-30,09:05,0
Choa Chu Kang,2018-03-30,09:10,0
Choa Chu Kang,2018-03-30,09:15,0
Choa Chu Kang,2018-03-30,09:20,0
Choa Chu Kang,2018-03-30,09:25,0
Choa Chu Kang,2018-03-30,09:30,0
Choa Chu Kang,2018-03-30,09:35,0
Choa Chu Kang,2018-03-30,09:45,0
Choa Chu Kang,2018-03-30,09:50,0
Choa Chu Kang,2018-03-30,09:55,0
Choa Chu Kang,2018-03-30,10:00,0
Choa Chu Kang,2018-03-30,10:05,0
Choa Chu Kang,2018-03-30,10:10,0
Choa Chu Kang,2018-03-30,10:15,0
Choa Chu Kang,2018-03-30,10:20,0
Choa Chu Kang,2018-03-30,10:25,0
Choa Chu Kang,2018-03-30,10:30,0
Choa Chu Kang,2018-03-30,10:35,0
Choa Chu Kang,2018-03-30,10:40,0
Choa Chu Kang,2018-03-30,10:45,0
Choa Chu Kang,2018-03-30,10:50,0
Choa Chu Kang,2018-03-30,10:55,0
Choa Chu Kang,2018-03-30,11:00,0
Choa Chu Kang,2018-03-30,11:05,0
Choa Chu Kang,2018-03-30,11:10,0
Choa Chu Kang,2018-03-30,11:15,0
Choa Chu Kang,2018-03-30,11:20,0
Choa Chu Kang,2018-03-30,11:25,0
Choa Chu Kang,2018-03-30,11:30,0
Choa Chu Kang,2018-03-30,11:35,0
Choa Chu Kang,2018-03-30,11:40,0
Choa Chu Kang,2018-03-30,11:45,0
Choa Chu Kang,2018-03-30,11:50,0
Choa Chu Kang,2018-03-30,11:55,0
Choa Chu Kang,2018-03-30,12:00,0
Choa Chu Kang,2018-03-30,13:35,0
Choa Chu Kang,2018-03-30,13:40,0
Choa Chu Kang,2018-03-30,13:45,0
Choa Chu Kang,2018-03-30,13:50,0
Choa Chu Kang,2018-03-30,13:55,0
Choa Chu Kang,2018-03-30,14:00,0
Choa Chu Kang,2018-03-30,14:05,0
Choa Chu Kang,2018-03-30,14:10,0
Choa Chu Kang,2018-03-30,14:15,0
Choa Chu Kang,2018-03-30,14:20,0
Choa Chu Kang,2018-03-30,14:25,0
Choa Chu Kang,2018-03-30,14:30,0
Choa Chu Kang,2018-03-30,14:35,0
Choa Chu Kang,2018-03-30,14:40,0
Choa Chu Kang,2018-03-30,14:45,0
Choa Chu Kang,2018-03-30,14:50,0
Choa Chu Kang,2018-03-30,14:55,0
Choa Chu Kang,2018-03-30,15:00,0
Choa Chu Kang,2018-03-30,15:05,0
Choa Chu Kang,2018-03-30,15:10,0
Choa Chu Kang,2018-03-30,15:15,0
Choa Chu Kang,2018-03-30,15:20,0
Choa Chu Kang,2018-03-30,15:25,0
Choa Chu Kang,2018-03-30,15:30,0
Choa Chu Kang,2018-03-30,15:35,0
Choa Chu Kang,2018-03-30,15:40,0
Choa Chu Kang,2018-03-30,15:45,0
Choa Chu Kang,2018-03-30,15:50,0
Choa Chu Kang,2018-03-30,15:55,0
Choa Chu Kang,2018-03-30,16:00,0
Choa Chu Kang,2018-03-31,08:05,85
Choa Chu Kang,2018-03-31,08:10,85
Choa Chu Kang,2018-03-31,08:15,96
Choa Chu Kang,2018-03-31,08:20,96
Choa Chu Kang,2018-03-31,08:25,96
Choa Chu Kang,2018-03-31,08:30,106
Choa Chu Kang,2018-03-31,08:35,106
Choa Chu Kang,2018-03-31,08:40,106
Choa Chu Kang,2018-03-31,08:45,117
Choa Chu Kang,2018-03-31,08:50,117
Choa Chu Kang,2018-03-31,08:55,117
Choa Chu Kang,2018-03-31,09:00,134
Choa Chu Kang,2018-03-31,09:05,134
Choa Chu Kang,2018-03-31,09:10,134
Choa Chu Kang,2018-03-31,09:15,129
Choa Chu Kang,2018-03-31,09:20,129
Choa Chu Kang,2018-03-31,09:25,129
Choa Chu Kang,2018-03-31,09:30,128
Choa Chu Kang,2018-03-31,09:35,128
Choa Chu Kang,2018-03-31,09:40,128
Choa Chu Kang,2018-03-31,09:45,132
Choa Chu Kang,2018-03-31,09:50,132
Choa Chu Kang,2018-03-31,09:55,132
Choa Chu Kang,2018-03-31,10:00,138
Choa Chu Kang,2018-03-31,10:05,138
Choa Chu Kang,2018-03-31,10:10,138
Choa Chu Kang,2018-03-31,10:15,139
Choa Chu Kang,2018-03-31,10:20,139
Choa Chu Kang,2018-03-31,10:25,139
Choa Chu Kang,2018-03-31,10:30,141
Choa Chu Kang,2018-03-31,10:35,141
Choa Chu Kang,2018-03-31,10:40,141
Choa Chu Kang,2018-03-31,10:45,141
Choa Chu Kang,2018-03-31,10:50,141
Choa Chu Kang,2018-03-31,10:55,141
Choa Chu Kang,2018-03-31,11:00,131
Choa Chu Kang,2018-03-31,11:05,131
Choa Chu Kang,2018-03-31,11:10,131
Choa Chu Kang,2018-03-31,11:15,140
Choa Chu Kang,2018-03-31,11:20,140
Choa Chu Kang,2018-03-31,11:25,140
Choa Chu Kang,2018-03-31,11:30,137
Choa Chu Kang,2018-03-31,11:35,137
Choa Chu Kang,2018-03-31,11:40,137
Choa Chu Kang,2018-03-31,11:45,129
Choa Chu Kang,2018-03-31,11:50,129
Choa Chu Kang,2018-03-31,11:55,129
Choa Chu Kang,2018-03-31,12:00,113
Choa Chu Kang,2018-04-02,08:05,59
Choa Chu Kang,2018-04-02,08:10,59
Choa Chu Kang,2018-04-02,08:15,122
Choa Chu Kang,2018-04-02,08:20,122
Choa Chu Kang,2018-04-02,08:25,122
Choa Chu Kang,2018-04-02,08:30,134
Choa Chu Kang,2018-04-02,08:35,134
Choa Chu Kang,2018-04-02,08:40,134
Choa Chu Kang,2018-04-02,08:45,147
Choa Chu Kang,2018-04-02,08:50,147
Choa Chu Kang,2018-04-02,08:55,147
Choa Chu Kang,2018-04-02,09:00,162
Choa Chu Kang,2018-04-02,09:05,162
Choa Chu Kang,2018-04-02,09:10,162
Choa Chu Kang,2018-04-02,09:15,175
Choa Chu Kang,2018-04-02,09:20,175
Choa Chu Kang,2018-04-02,09:25,175
Choa Chu Kang,2018-04-02,09:30,177
Choa Chu Kang,2018-04-02,09:35,177
Choa Chu Kang,2018-04-02,09:40,177
Choa Chu Kang,2018-04-02,09:45,209
Choa Chu Kang,2018-04-02,09:50,209
Choa Chu Kang,2018-04-02,09:55,209
Choa Chu Kang,2018-04-02,10:00,209
Choa Chu Kang,2018-04-02,10:05,209
Choa Chu Kang,2018-04-02,10:10,209
Choa Chu Kang,2018-04-02,10:15,236
Choa Chu Kang,2018-04-02,10:20,236
Choa Chu Kang,2018-04-02,10:25,236
Choa Chu Kang,2018-04-02,10:30,237
Choa Chu Kang,2018-04-02,10:35,237
Choa Chu Kang,2018-04-02,10:40,237
Choa Chu Kang,2018-04-02,10:45,230
Choa Chu Kang,2018-04-02,10:50,230
Choa Chu Kang,2018-04-02,10:55,230
Choa Chu Kang,2018-04-02,11:00,225
Choa Chu Kang,2018-04-02,11:05,225
Choa Chu Kang,2018-04-02,11:10,225
Choa Chu Kang,2018-04-02,11:15,245
Choa Chu Kang,2018-04-02,11:20,245
Choa Chu Kang,2018-04-02,11:25,245
Choa Chu Kang,2018-04-02,11:30,251
Choa Chu Kang,2018-04-02,11:35,251
Choa Chu Kang,2018-04-02,11:40,251
Choa Chu Kang,2018-04-02,11:45,243
Choa Chu Kang,2018-04-02,11:50,243
Choa Chu Kang,2018-04-02,11:55,242
Choa Chu Kang,2018-04-02,12:00,242
Choa Chu Kang,2018-04-02,13:35,192
Choa Chu Kang,2018-04-02,13:40,192
Choa Chu Kang,2018-04-02,13:45,199
Choa Chu Kang,2018-04-02,13:50,199
Choa Chu Kang,2018-04-02,13:55,199
Choa Chu Kang,2018-04-02,14:00,220
Choa Chu Kang,2018-04-02,14:05,220
Choa Chu Kang,2018-04-02,14:10,220
Choa Chu Kang,2018-04-02,14:15,247
Choa Chu Kang,2018-04-02,14:20,247
Choa Chu Kang,2018-04-02,14:25,247
Choa Chu Kang,2018-04-02,14:30,243
Choa Chu Kang,2018-04-02,14:35,243
Choa Chu Kang,2018-04-02,14:40,243
Choa Chu Kang,2018-04-02,14:45,255
Choa Chu Kang,2018-04-02,14:50,255
Choa Chu Kang,2018-04-02,14:55,255
Choa Chu Kang,2018-04-02,15:00,258
Choa Chu Kang,2018-04-02,15:05,258
Choa Chu Kang,2018-04-02,15:10,258
Choa Chu Kang,2018-04-02,15:15,277
Choa Chu Kang,2018-04-02,15:20,277
Choa Chu Kang,2018-04-02,15:25,277
Choa Chu Kang,2018-04-02,15:30,261
Choa Chu Kang,2018-04-02,15:35,261
Choa Chu Kang,2018-04-02,15:40,261
Choa Chu Kang,2018-04-02,15:45,244
Choa Chu Kang,2018-04-02,15:50,244
Choa Chu Kang,2018-04-02,15:55,244
Choa Chu Kang,2018-04-02,16:00,245
Choa Chu Kang,2018-04-03,08:05,60
Choa Chu Kang,2018-04-03,08:10,60
Choa Chu Kang,2018-04-03,08:15,88
Choa Chu Kang,2018-04-03,08:20,88
Choa Chu Kang,2018-04-03,08:25,88
Choa Chu Kang,2018-04-03,08:30,96
Choa Chu Kang,2018-04-03,08:35,96
Choa Chu Kang,2018-04-03,08:40,96
Choa Chu Kang,2018-04-03,08:45,92
Choa Chu Kang,2018-04-03,08:50,92
Choa Chu Kang,2018-04-03,08:55,92
Choa Chu Kang,2018-04-03,09:00,103
Choa Chu Kang,2018-04-03,09:05,103
Choa Chu Kang,2018-04-03,09:10,103
Choa Chu Kang,2018-04-03,09:15,95
Choa Chu Kang,2018-04-03,09:20,95
Choa Chu Kang,2018-04-03,09:25,95
Choa Chu Kang,2018-04-03,09:30,106
Choa Chu Kang,2018-04-03,09:35,106
Choa Chu Kang,2018-04-03,09:40,106
Choa Chu Kang,2018-04-03,09:45,93
Choa Chu Kang,2018-04-03,09:50,93
Choa Chu Kang,2018-04-03,09:55,93
Choa Chu Kang,2018-04-03,10:00,105
Choa Chu Kang,2018-04-03,10:05,105
Choa Chu Kang,2018-04-03,10:10,105
Choa Chu Kang,2018-04-03,10:15,123
Choa Chu Kang,2018-04-03,10:20,123
Choa Chu Kang,2018-04-03,10:25,123
Choa Chu Kang,2018-04-03,10:30,115
Choa Chu Kang,2018-04-03,10:35,115
Choa Chu Kang,2018-04-03,10:40,115
Choa Chu Kang,2018-04-03,10:45,118
Choa Chu Kang,2018-04-03,10:50,118
Choa Chu Kang,2018-04-03,10:55,118
Choa Chu Kang,2018-04-03,11:00,120
Choa Chu Kang,2018-04-03,11:05,120
Choa Chu Kang,2018-04-03,11:10,120
Choa Chu Kang,2018-04-03,11:15,124
Choa Chu Kang,2018-04-03,11:20,124
Choa Chu Kang,2018-04-03,11:25,124
Choa Chu Kang,2018-04-03,11:30,135
Choa Chu Kang,2018-04-03,11:35,135
Choa Chu Kang,2018-04-03,11:40,135
Choa Chu Kang,2018-04-03,11:45,143
Choa Chu Kang,2018-04-03,11:50,143
Choa Chu Kang,2018-04-03,11:55,143
Choa Chu Kang,2018-04-03,12:00,139
Choa Chu Kang,2018-04-03,13:35,76
Choa Chu Kang,2018-04-03,13:40,76
Choa Chu Kang,2018-04-03,13:45,86
Choa Chu Kang,2018-04-03,13:50,86
Choa Chu Kang,2018-04-03,13:55,86
Choa Chu Kang,2018-04-03,14:00,101
Choa Chu Kang,2018-04-03,14:05,101
Choa Chu Kang,2018-04-03,14:10,101
Choa Chu Kang,2018-04-03,14:15,116
Choa Chu Kang,2018-04-03,14:20,116
Choa Chu Kang,2018-04-03,14:25,116
Choa Chu Kang,2018-04-03,14:30,102
Choa Chu Kang,2018-04-03,14:35,102
Choa Chu Kang,2018-04-03,14:40,102
Choa Chu Kang,2018-04-03,14:45,103
Choa Chu Kang,2018-04-03,14:50,103
Choa Chu Kang,2018-04-03,14:55,103
Choa Chu Kang,2018-04-03,15:00,95
Choa Chu Kang,2018-04-03,15:05,95
Choa Chu Kang,2018-04-03,15:10,95
Choa Chu Kang,2018-04-03,15:15,115
Choa Chu Kang,2018-04-03,15:20,115
Choa Chu Kang,2018-04-03,15:25,115
Choa Chu Kang,2018-04-03,15:30,99
Choa Chu Kang,2018-04-03,15:35,99
Choa Chu Kang,2018-04-03,15:40,99
Choa Chu Kang,2018-04-03,15:45,92
Choa Chu Kang,2018-04-03,15:50,92
Choa Chu Kang,2018-04-03,15:55,92
Choa Chu Kang,2018-04-04,08:00,37
Choa Chu Kang,2018-04-04,08:05,37
Choa Chu Kang,2018-04-04,08:10,37
Choa Chu Kang,2018-04-04,08:15,66
Choa Chu Kang,2018-04-04,08:20,66
Choa Chu Kang,2018-04-04,08:25,66
Choa Chu Kang,2018-04-04,08:30,90
Choa Chu Kang,2018-04-04,08:35,90
Choa Chu Kang,2018-04-04,08:40,90
Choa Chu Kang,2018-04-04,08:45,90
Choa Chu Kang,2018-04-04,08:50,90
Choa Chu Kang,2018-04-04,08:55,90
Choa Chu Kang,2018-04-04,09:00,87
Choa Chu Kang,2018-04-04,09:05,87
Choa Chu Kang,2018-04-04,09:10,87
Choa Chu Kang,2018-04-04,09:15,99
Choa Chu Kang,2018-04-04,09:20,99
Choa Chu Kang,2018-04-04,09:25,99
Choa Chu Kang,2018-04-04,09:30,97
Choa Chu Kang,2018-04-04,09:35,97
Choa Chu Kang,2018-04-04,09:40,97
Choa Chu Kang,2018-04-04,09:45,91
Choa Chu Kang,2018-04-04,09:50,91
Choa Chu Kang,2018-04-04,09:55,91
Choa Chu Kang,2018-04-04,10:00,91
Choa Chu Kang,2018-04-04,10:05,91
Choa Chu Kang,2018-04-04,10:10,91
Choa Chu Kang,2018-04-04,10:15,95
Choa Chu Kang,2018-04-04,10:20,95
Choa Chu Kang,2018-04-04,10:25,95
Choa Chu Kang,2018-04-04,10:30,93
Choa Chu Kang,2018-04-04,10:35,93
Choa Chu Kang,2018-04-04,10:40,93
Choa Chu Kang,2018-04-04,10:45,86
Choa Chu Kang,2018-04-04,10:50,86
Choa Chu Kang,2018-04-04,10:55,86
Choa Chu Kang,2018-04-04,11:00,100
Choa Chu Kang,2018-04-04,11:05,100
Choa Chu Kang,2018-04-04,11:10,100
Choa Chu Kang,2018-04-04,11:15,99
Choa Chu Kang,2018-04-04,11:20,99
Choa Chu Kang,2018-04-04,11:25,99
Choa Chu Kang,2018-04-04,11:30,109
Choa Chu Kang,2018-04-04,11:35,109
Choa Chu Kang,2018-04-04,11:40,109
Choa Chu Kang,2018-04-04,11:45,123
Choa Chu Kang,2018-04-04,11:50,123
Choa Chu Kang,2018-04-04,11:55,123
Choa Chu Kang,2018-04-04,12:00,126
Choa Chu Kang,2018-04-04,13:35,64
Choa Chu Kang,2018-04-04,13:40,64
Choa Chu Kang,2018-04-04,13:45,56
Choa Chu Kang,2018-04-04,13:50,56
Choa Chu Kang,2018-04-04,13:55,56
Choa Chu Kang,2018-04-04,14:00,62
Choa Chu Kang,2018-04-04,14:05,62
Choa Chu Kang,2018-04-04,14:10,62
Choa Chu Kang,2018-04-04,14:15,86
Choa Chu Kang,2018-04-04,14:20,86
Choa Chu Kang,2018-04-04,14:25,86
Choa Chu Kang,2018-04-04,14:30,120
Choa Chu Kang,2018-04-04,14:35,120
Choa Chu Kang,2018-04-04,14:40,120
Choa Chu Kang,2018-04-04,14:45,117
Choa Chu Kang,2018-04-04,14:50,117
Choa Chu Kang,2018-04-04,14:55,117
Choa Chu Kang,2018-04-04,15:00,117
Choa Chu Kang,2018-04-04,15:05,117
Choa Chu Kang,2018-04-04,15:10,117
Choa Chu Kang,2018-04-04,15:15,114
Choa Chu Kang,2018-04-04,15:20,114
Choa Chu Kang,2018-04-04,15:25,114
Choa Chu Kang,2018-04-04,15:30,125
Choa Chu Kang,2018-04-04,15:35,125
Choa Chu Kang,2018-04-04,15:40,125
Choa Chu Kang,2018-04-04,15:45,95
Choa Chu Kang,2018-04-04,15:50,95
Choa Chu Kang,2018-04-04,15:55,95
Choa Chu Kang,2018-04-04,16:00,86
Choa Chu Kang,2018-04-05,08:05,42
Choa Chu Kang,2018-04-05,08:10,42
Choa Chu Kang,2018-04-05,08:15,80
Choa Chu Kang,2018-04-05,08:20,80
Choa Chu Kang,2018-04-05,08:25,80
Choa Chu Kang,2018-04-05,08:30,80
Choa Chu Kang,2018-04-05,08:35,80
Choa Chu Kang,2018-04-05,08:40,80
Choa Chu Kang,2018-04-05,08:45,85
Choa Chu Kang,2018-04-05,08:50,85
Choa Chu Kang,2018-04-05,08:55,85
Choa Chu Kang,2018-04-05,09:00,85
Choa Chu Kang,2018-04-05,09:05,85
Choa Chu Kang,2018-04-05,09:10,85
Choa Chu Kang,2018-04-05,09:15,91
Choa Chu Kang,2018-04-05,09:20,91
Choa Chu Kang,2018-04-05,09:25,91
Choa Chu Kang,2018-04-05,09:30,106
Choa Chu Kang,2018-04-05,09:35,106
Choa Chu Kang,2018-04-05,09:40,106
Choa Chu Kang,2018-04-05,09:45,106
Choa Chu Kang,2018-04-05,09:50,106
Choa Chu Kang,2018-04-05,09:55,106
Choa Chu Kang,2018-04-05,10:00,106
Choa Chu Kang,2018-04-05,10:05,106
Choa Chu Kang,2018-04-05,10:10,106
Choa Chu Kang,2018-04-05,10:15,112
Choa Chu Kang,2018-04-05,10:20,112
Choa Chu Kang,2018-04-05,10:25,112
Choa Chu Kang,2018-04-05,10:30,113
Choa Chu Kang,2018-04-05,10:35,113
Choa Chu Kang,2018-04-05,10:40,113
Choa Chu Kang,2018-04-05,10:45,123
Choa Chu Kang,2018-04-05,10:50,123
Choa Chu Kang,2018-04-05,10:55,123
Choa Chu Kang,2018-04-05,11:00,127
Choa Chu Kang,2018-04-05,11:05,127
Choa Chu Kang,2018-04-05,11:10,127
Choa Chu Kang,2018-04-05,11:15,132
Choa Chu Kang,2018-04-05,11:20,132
Choa Chu Kang,2018-04-05,11:25,132
Choa Chu Kang,2018-04-05,11:30,149
Choa Chu Kang,2018-04-05,11:35,149
Choa Chu Kang,2018-04-05,11:40,149
Choa Chu Kang,2018-04-05,11:45,143
Choa Chu Kang,2018-04-05,11:50,143
Choa Chu Kang,2018-04-05,11:55,143
Choa Chu Kang,2018-04-05,12:00,141
Choa Chu Kang,2018-04-05,13:35,88
Choa Chu Kang,2018-04-05,13:40,88
Choa Chu Kang,2018-04-05,13:45,84
Choa Chu Kang,2018-04-05,13:50,84
Choa Chu Kang,2018-04-05,13:55,84
Choa Chu Kang,2018-04-05,14:00,103
Choa Chu Kang,2018-04-05,14:05,103
Choa Chu Kang,2018-04-05,14:10,103
Choa Chu Kang,2018-04-05,14:15,126
Choa Chu Kang,2018-04-05,14:20,126
Choa Chu Kang,2018-04-05,14:25,126
Choa Chu Kang,2018-04-05,14:30,145
Choa Chu Kang,2018-04-05,14:35,145
Choa Chu Kang,2018-04-05,14:40,145
Choa Chu Kang,2018-04-05,14:45,147
Choa Chu Kang,2018-04-05,14:50,147
Choa Chu Kang,2018-04-05,14:55,147
Choa Chu Kang,2018-04-05,15:00,159
Choa Chu Kang,2018-04-05,15:05,159
Choa Chu Kang,2018-04-05,15:10,159
Choa Chu Kang,2018-04-05,15:15,155
Choa Chu Kang,2018-04-05,15:20,155
Choa Chu Kang,2018-04-05,15:25,155
Choa Chu Kang,2018-04-05,15:30,147
Choa Chu Kang,2018-04-05,15:35,147
Choa Chu Kang,2018-04-05,15:40,147
Choa Chu Kang,2018-04-05,15:45,152
Choa Chu Kang,2018-04-05,15:50,152
Choa Chu Kang,2018-04-05,15:55,152
Choa Chu Kang,2018-04-05,16:00,135
Choa Chu Kang,2018-04-06,08:05,41
Choa Chu Kang,2018-04-06,08:10,41
Choa Chu Kang,2018-04-06,08:15,77
Choa Chu Kang,2018-04-06,08:20,77
Choa Chu Kang,2018-04-06,08:25,77
Choa Chu Kang,2018-04-06,08:30,80
Choa Chu Kang,2018-04-06,08:35,80
Choa Chu Kang,2018-04-06,08:40,80
Choa Chu Kang,2018-04-06,08:45,65
Choa Chu Kang,2018-04-06,08:50,65
Choa Chu Kang,2018-04-06,08:55,65
Choa Chu Kang,2018-04-06,09:00,65
Choa Chu Kang,2018-04-06,09:05,65
Choa Chu Kang,2018-04-06,09:10,65
Choa Chu Kang,2018-04-06,09:15,61
Choa Chu Kang,2018-04-06,09:20,61
Choa Chu Kang,2018-04-06,09:25,61
Choa Chu Kang,2018-04-06,09:30,52
Choa Chu Kang,2018-04-06,09:35,52
Choa Chu Kang,2018-04-06,09:40,52
Choa Chu Kang,2018-04-06,09:45,53
Choa Chu Kang,2018-04-06,09:50,53
Choa Chu Kang,2018-04-06,09:55,53
Choa Chu Kang,2018-04-06,10:00,46
Choa Chu Kang,2018-04-06,10:05,46
Choa Chu Kang,2018-04-06,10:10,46
Choa Chu Kang,2018-04-06,10:15,55
Choa Chu Kang,2018-04-06,10:20,55
Choa Chu Kang,2018-04-06,10:25,55
Choa Chu Kang,2018-04-06,10:30,50
Choa Chu Kang,2018-04-06,10:35,50
Choa Chu Kang,2018-04-06,10:40,50
Choa Chu Kang,2018-04-06,10:45,51
Choa Chu Kang,2018-04-06,10:50,51
Choa Chu Kang,2018-04-06,10:55,51
Choa Chu Kang,2018-04-06,11:00,57
Choa Chu Kang,2018-04-06,11:05,57
Choa Chu Kang,2018-04-06,11:10,57
Choa Chu Kang,2018-04-06,11:15,60
Choa Chu Kang,2018-04-06,11:20,60
Choa Chu Kang,2018-04-06,11:25,60
Choa Chu Kang,2018-04-06,11:30,63
Choa Chu Kang,2018-04-06,11:35,63
Choa Chu Kang,2018-04-06,11:40,63
Choa Chu Kang,2018-04-06,11:45,60
Choa Chu Kang,2018-04-06,11:50,60
Choa Chu Kang,2018-04-06,11:55,60
Choa Chu Kang,2018-04-06,12:00,42
Choa Chu Kang,2018-04-06,13:35,26
Choa Chu Kang,2018-04-06,13:40,26
Choa Chu Kang,2018-04-06,13:45,37
Choa Chu Kang,2018-04-06,13:50,37
Choa Chu Kang,2018-04-06,13:55,37
Choa Chu Kang,2018-04-06,14:00,63
Choa Chu Kang,2018-04-06,14:05,63
Choa Chu Kang,2018-04-06,14:10,63
Choa Chu Kang,2018-04-06,14:15,105
Choa Chu Kang,2018-04-06,14:20,105
Choa Chu Kang,2018-04-06,14:25,105
Choa Chu Kang,2018-04-06,14:30,116
Choa Chu Kang,2018-04-06,14:35,116
Choa Chu Kang,2018-04-06,14:40,116
Choa Chu Kang,2018-04-06,14:45,143
Choa Chu Kang,2018-04-06,14:50,143
Choa Chu Kang,2018-04-06,14:55,143
Choa Chu Kang,2018-04-06,15:00,140
Choa Chu Kang,2018-04-06,15:05,140
Choa Chu Kang,2018-04-06,15:10,140
Choa Chu Kang,2018-04-06,15:15,153
Choa Chu Kang,2018-04-06,15:20,153
Choa Chu Kang,2018-04-06,15:25,153
Choa Chu Kang,2018-04-06,15:30,147
Choa Chu Kang,2018-04-06,15:35,147
Choa Chu Kang,2018-04-06,15:40,147
Choa Chu Kang,2018-04-06,15:45,138
Choa Chu Kang,2018-04-06,15:50,138
Choa Chu Kang,2018-04-06,15:55,138
Choa Chu Kang,2018-04-06,16:00,139
Choa Chu Kang,2018-04-07,08:05,31
Choa Chu Kang,2018-04-07,08:10,31
Choa Chu Kang,2018-04-07,08:15,57
Choa Chu Kang,2018-04-07,08:20,57
Choa Chu Kang,2018-04-07,08:25,57
Choa Chu Kang,2018-04-07,08:30,77
Choa Chu Kang,2018-04-07,08:35,77
Choa Chu Kang,2018-04-07,08:40,77
Choa Chu Kang,2018-04-07,08:45,83
Choa Chu Kang,2018-04-07,08:50,83
Choa Chu Kang,2018-04-07,08:55,83
Choa Chu Kang,2018-04-07,09:00,91
Choa Chu Kang,2018-04-07,09:05,91
Choa Chu Kang,2018-04-07,09:10,91
Choa Chu Kang,2018-04-07,09:15,85
Choa Chu Kang,2018-04-07,09:20,85
Choa Chu Kang,2018-04-07,09:25,85
Choa Chu Kang,2018-04-07,09:30,92
Choa Chu Kang,2018-04-07,09:35,92
Choa Chu Kang,2018-04-07,09:40,92
Choa Chu Kang,2018-04-07,09:45,104
Choa Chu Kang,2018-04-07,09:50,104
Choa Chu Kang,2018-04-07,09:55,104
Choa Chu Kang,2018-04-07,10:00,105
Choa Chu Kang,2018-04-07,10:05,105
Choa Chu Kang,2018-04-07,10:10,105
Choa Chu Kang,2018-04-07,10:15,117
Choa Chu Kang,2018-04-07,10:20,117
Choa Chu Kang,2018-04-07,10:25,117
Choa Chu Kang,2018-04-07,10:30,120
Choa Chu Kang,2018-04-07,10:35,120
Choa Chu Kang,2018-04-07,10:40,120
Choa Chu Kang,2018-04-07,10:45,121
Choa Chu Kang,2018-04-07,10:50,121
Choa Chu Kang,2018-04-07,10:55,121
Choa Chu Kang,2018-04-07,11:00,116
Choa Chu Kang,2018-04-07,11:05,116
Choa Chu Kang,2018-04-07,11:10,116
Choa Chu Kang,2018-04-07,11:15,116
Choa Chu Kang,2018-04-07,11:20,116
Choa Chu Kang,2018-04-07,11:25,116
Choa Chu Kang,2018-04-07,11:30,116
Choa Chu Kang,2018-04-07,11:35,116
