polyclinic,date,time,patientCount
Marine Parade,2017-12-28,14:50,68
Marine Parade,2017-12-28,14:55,71
Marine Parade,2017-12-28,15:00,65
Marine Parade,2017-12-28,15:05,60
Marine Parade,2017-12-28,15:10,68
Marine Parade,2017-12-28,15:15,66
Marine Parade,2017-12-28,15:20,65
Marine Parade,2017-12-28,15:25,58
Marine Parade,2017-12-28,15:30,62
Marine Parade,2017-12-28,15:35,64
Marine Parade,2017-12-28,15:40,66
Marine Parade,2017-12-28,15:45,68
Marine Parade,2017-12-28,15:50,71
Marine Parade,2017-12-28,15:55,75
Marine Parade,2017-12-29,08:00,28
Marine Parade,2017-12-29,08:05,30
Marine Parade,2017-12-29,08:10,33
Marine Parade,2017-12-29,08:15,36
Marine Parade,2017-12-29,08:20,41
Marine Parade,2017-12-29,08:25,39
Marine Parade,2017-12-29,08:30,44
Marine Parade,2017-12-29,08:35,43
Marine Parade,2017-12-29,08:40,47
Marine Parade,2017-12-29,08:45,46
Marine Parade,2017-12-29,08:50,49
Marine Parade,2017-12-29,08:55,48
Marine Parade,2017-12-29,09:00,46
Marine Parade,2017-12-29,09:05,48
Marine Parade,2017-12-29,09:10,48
Marine Parade,2017-12-29,09:15,51
Marine Parade,2017-12-29,09:20,49
Marine Parade,2017-12-29,09:25,51
Marine Parade,2017-12-29,09:30,45
Marine Parade,2017-12-29,09:35,50
Marine Parade,2017-12-29,09:40,47
Marine Parade,2017-12-29,09:45,46
Marine Parade,2017-12-29,09:50,51
Marine Parade,2017-12-29,09:55,54
Marine Parade,2017-12-29,10:00,62
Marine Parade,2017-12-29,10:05,64
Marine Parade,2017-12-29,10:10,66
Marine Parade,2017-12-29,10:15,67
Marine Parade,2017-12-29,10:20,67
Marine Parade,2017-12-29,10:25,64
Marine Parade,2017-12-29,10:30,72
Marine Parade,2017-12-29,10:35,69
Marine Parade,2017-12-29,10:40,70
Marine Parade,2017-12-29,10:45,70
Marine Parade,2017-12-29,10:50,71
Marine Parade,2017-12-29,10:55,70
Marine Parade,2017-12-29,11:00,68
Marine Parade,2017-12-29,11:05,67
Marine Parade,2017-12-29,11:10,67
Marine Parade,2017-12-29,11:15,68
Marine Parade,2017-12-29,11:20,64
Marine Parade,2017-12-29,11:25,64
Marine Parade,2017-12-29,14:00,55
Marine Parade,2017-12-29,14:05,55
Marine Parade,2017-12-29,14:10,63
Marine Parade,2017-12-29,14:15,68
Marine Parade,2017-12-29,14:20,60
Marine Parade,2017-12-29,14:25,58
Marine Parade,2017-12-29,14:30,59
Marine Parade,2017-12-29,14:35,57
Marine Parade,2017-12-29,14:40,57
Marine Parade,2017-12-29,14:45,55
Marine Parade,2017-12-29,14:50,55
Marine Parade,2017-12-29,14:55,53
Marine Parade,2017-12-29,15:00,57
Marine Parade,2017-12-29,15:05,54
Marine Parade,2017-12-29,15:10,50
Marine Parade,2017-12-29,15:20,50
Marine Parade,2017-12-29,15:25,49
Marine Parade,2017-12-29,15:30,48
Marine Parade,2017-12-29,15:35,43
Marine Parade,2017-12-29,15:40,48
Marine Parade,2017-12-29,15:45,42
Marine Parade,2017-12-29,15:50,41
Marine Parade,2017-12-29,15:55,33
Marine Parade,2017-12-30,08:00,30
Marine Parade,2017-12-30,08:05,27
Marine Parade,2017-12-30,08:10,25
Marine Parade,2017-12-30,08:15,26
Marine Parade,2017-12-30,08:20,27
Marine Parade,2017-12-30,08:25,24
Marine Parade,2017-12-30,08:30,29
Marine Parade,2017-12-30,08:35,28
Marine Parade,2017-12-30,08:40,32
Marine Parade,2017-12-30,08:45,32
Marine Parade,2017-12-30,08:50,37
Marine Parade,2017-12-30,08:55,37
Marine Parade,2017-12-30,09:00,37
Marine Parade,2017-12-30,09:05,37
Marine Parade,2017-12-30,09:10,36
Marine Parade,2017-12-30,09:15,37
Marine Parade,2017-12-30,09:20,40
Marine Parade,2017-12-30,09:25,34
Marine Parade,2017-12-30,09:30,30
Marine Parade,2017-12-30,09:35,35
Marine Parade,2017-12-30,09:40,32
Marine Parade,2017-12-30,09:45,38
Marine Parade,2017-12-30,09:50,41
Marine Parade,2017-12-30,09:55,43
Marine Parade,2017-12-30,10:00,45
Marine Parade,2017-12-30,10:05,46
Marine Parade,2017-12-30,10:10,46
Marine Parade,2017-12-30,10:15,44
Marine Parade,2017-12-30,10:20,42
Marine Parade,2017-12-30,10:25,41
Marine Parade,2018-01-02,08:00,30
Marine Parade,2018-01-02,08:05,32
Marine Parade,2018-01-02,08:10,38
Marine Parade,2018-01-02,08:15,34
Marine Parade,2018-01-02,08:20,34
Marine Parade,2018-01-02,08:25,34
Marine Parade,2018-01-02,08:30,38
Marine Parade,2018-01-02,08:35,37
Marine Parade,2018-01-02,08:40,35
Marine Parade,2018-01-02,08:45,34
Marine Parade,2018-01-02,08:50,36
Marine Parade,2018-01-02,08:55,35
Marine Parade,2018-01-02,09:00,36
Marine Parade,2018-01-02,09:05,30
Marine Parade,2018-01-02,09:10,25
Marine Parade,2018-01-02,09:15,26
Marine Parade,2018-01-02,09:20,26
Marine Parade,2018-01-02,09:25,32
Marine Parade,2018-01-02,09:30,34
Marine Parade,2018-01-02,09:35,38
Marine Parade,2018-01-02,09:40,40
Marine Parade,2018-01-02,09:45,41
Marine Parade,2018-01-02,09:50,42
Marine Parade,2018-01-02,09:55,39
Marine Parade,2018-01-02,10:00,46
Marine Parade,2018-01-02,10:05,47
Marine Parade,2018-01-02,10:10,46
Marine Parade,2018-01-02,10:15,42
Marine Parade,2018-01-02,10:20,43
Marine Parade,2018-01-02,10:25,45
Marine Parade,2018-01-02,10:30,46
Marine Parade,2018-01-02,10:35,42
Marine Parade,2018-01-02,10:40,47
Marine Parade,2018-01-02,10:45,46
Marine Parade,2018-01-02,10:50,45
Marine Parade,2018-01-02,10:55,46
Marine Parade,2018-01-02,11:00,47
Marine Parade,2018-01-02,11:05,48
Marine Parade,2018-01-02,11:10,48
Marine Parade,2018-01-02,11:15,46
Marine Parade,2018-01-02,11:20,45
Marine Parade,2018-01-02,11:25,44
Marine Parade,2018-01-02,14:00,55
Marine Parade,2018-01-02,14:05,52
Marine Parade,2018-01-02,14:10,53
Marine Parade,2018-01-02,14:15,50
Marine Parade,2018-01-02,14:20,43
Marine Parade,2018-01-02,14:25,42
Marine Parade,2018-01-02,14:30,53
Marine Parade,2018-01-02,14:35,56
Marine Parade,2018-01-02,14:40,52
Marine Parade,2018-01-02,14:45,56
Marine Parade,2018-01-02,14:50,54
Marine Parade,2018-01-02,14:55,55
Marine Parade,2018-01-02,15:00,52
Marine Parade,2018-01-02,15:05,51
Marine Parade,2018-01-02,15:10,53
Marine Parade,2018-01-02,15:15,45
Marine Parade,2018-01-02,15:20,44
Marine Parade,2018-01-02,15:25,50
Marine Parade,2018-01-02,15:30,47
Marine Parade,2018-01-02,15:35,49
Marine Parade,2018-01-02,15:40,47
Marine Parade,2018-01-02,15:45,49
Marine Parade,2018-01-02,15:50,45
Marine Parade,2018-01-02,15:55,43
Marine Parade,2018-01-03,08:00,34
Marine Parade,2018-01-03,08:05,39
Marine Parade,2018-01-03,08:10,44
Marine Parade,2018-01-03,08:15,49
Marine Parade,2018-01-03,08:20,49
Marine Parade,2018-01-03,08:25,52
Marine Parade,2018-01-03,08:30,55
Marine Parade,2018-01-03,08:35,59
Marine Parade,2018-01-03,08:40,57
Marine Parade,2018-01-03,08:45,58
Marine Parade,2018-01-03,08:50,56
Marine Parade,2018-01-03,08:55,58
Marine Parade,2018-01-03,09:00,57
Marine Parade,2018-01-03,09:05,56
Marine Parade,2018-01-03,09:10,55
Marine Parade,2018-01-03,09:15,54
Marine Parade,2018-01-03,09:20,52
Marine Parade,2018-01-03,09:25,56
Marine Parade,2018-01-03,09:30,53
Marine Parade,2018-01-03,09:35,61
Marine Parade,2018-01-03,09:40,62
Marine Parade,2018-01-03,09:45,63
Marine Parade,2018-01-03,09:50,60
Marine Parade,2018-01-03,09:55,61
Marine Parade,2018-01-03,10:00,59
Marine Parade,2018-01-03,10:05,61
Marine Parade,2018-01-03,10:10,57
Marine Parade,2018-01-03,10:15,59
Marine Parade,2018-01-03,10:20,58
Marine Parade,2018-01-03,10:25,59
Marine Parade,2018-01-03,10:30,57
Marine Parade,2018-01-03,10:35,55
Marine Parade,2018-01-03,10:40,52
Marine Parade,2018-01-03,10:45,52
Marine Parade,2018-01-03,10:50,60
Marine Parade,2018-01-03,10:55,55
Marine Parade,2018-01-03,11:00,53
Marine Parade,2018-01-03,11:05,54
Marine Parade,2018-01-03,11:10,55
Marine Parade,2018-01-03,11:15,56
Marine Parade,2018-01-03,11:20,60
Marine Parade,2018-01-03,11:25,60
Marine Parade,2018-01-03,14:00,42
Marine Parade,2018-01-03,14:05,44
Marine Parade,2018-01-03,14:10,41
Marine Parade,2018-01-03,14:15,47
Marine Parade,2018-01-03,14:20,40
Marine Parade,2018-01-03,14:25,44
Marine Parade,2018-01-03,14:30,51
Marine Parade,2018-01-03,14:35,50
Marine Parade,2018-01-03,14:40,48
Marine Parade,2018-01-03,14:45,44
Marine Parade,2018-01-03,14:50,40
Marine Parade,2018-01-03,14:55,40
Marine Parade,2018-01-03,15:00,40
Marine Parade,2018-01-03,15:05,36
Marine Parade,2018-01-03,15:10,37
Marine Parade,2018-01-03,15:15,31
Marine Parade,2018-01-03,15:20,31
Marine Parade,2018-01-03,15:25,33
Marine Parade,2018-01-03,15:30,31
Marine Parade,2018-01-03,15:35,34
Marine Parade,2018-01-03,15:40,32
Marine Parade,2018-01-03,15:45,27
Marine Parade,2018-01-03,15:50,28
Marine Parade,2018-01-03,15:55,25
Marine Parade,2018-01-04,08:00,27
Marine Parade,2018-01-04,08:05,19
Marine Parade,2018-01-04,08:10,21
Marine Parade,2018-01-04,08:15,23
Marine Parade,2018-01-04,08:20,32
Marine Parade,2018-01-04,08:25,34
Marine Parade,2018-01-04,08:30,36
Marine Parade,2018-01-04,08:35,44
Marine Parade,2018-01-04,08:40,50
Marine Parade,2018-01-04,08:45,50
Marine Parade,2018-01-04,08:50,54
Marine Parade,2018-01-04,08:55,59
Marine Parade,2018-01-04,09:00,60
Marine Parade,2018-01-04,09:05,58
Marine Parade,2018-01-04,09:10,61
Marine Parade,2018-01-04,09:15,59
Marine Parade,2018-01-04,09:20,51
Marine Parade,2018-01-04,09:25,54
Marine Parade,2018-01-04,09:30,57
Marine Parade,2018-01-04,09:35,57
Marine Parade,2018-01-04,09:40,60
Marine Parade,2018-01-04,09:45,63
Marine Parade,2018-01-04,09:50,59
Marine Parade,2018-01-04,09:55,59
Marine Parade,2018-01-04,10:00,58
Marine Parade,2018-01-04,10:05,62
Marine Parade,2018-01-04,10:10,58
Marine Parade,2018-01-04,10:15,61
Marine Parade,2018-01-04,10:20,60
Marine Parade,2018-01-04,10:25,61
Marine Parade,2018-01-04,10:30,64
Marine Parade,2018-01-04,10:35,62
Marine Parade,2018-01-04,10:40,59
Marine Parade,2018-01-04,10:45,63
Marine Parade,2018-01-04,10:50,65
Marine Parade,2018-01-04,10:55,70
Marine Parade,2018-01-04,11:00,68
Marine Parade,2018-01-04,11:05,65
Marine Parade,2018-01-04,11:10,68
Marine Parade,2018-01-04,11:15,67
Marine Parade,2018-01-04,11:20,61
Marine Parade,2018-01-04,11:25,59
Marine Parade,2018-01-04,14:00,44
Marine Parade,2018-01-04,14:05,45
Marine Parade,2018-01-04,14:10,47
Marine Parade,2018-01-04,14:15,55
Marine Parade,2018-01-04,14:20,59
Marine Parade,2018-01-04,14:25,60
Marine Parade,2018-01-04,14:30,57
Marine Parade,2018-01-04,14:35,61
Marine Parade,2018-01-04,14:40,64
Marine Parade,2018-01-04,14:45,67
Marine Parade,2018-01-04,14:50,69
Marine Parade,2018-01-04,14:55,71
Marine Parade,2018-01-04,15:00,74
Marine Parade,2018-01-04,15:05,73
Marine Parade,2018-01-04,15:10,70
Marine Parade,2018-01-04,15:15,72
Marine Parade,2018-01-04,15:20,70
Marine Parade,2018-01-04,15:25,70
Marine Parade,2018-01-04,15:30,72
Marine Parade,2018-01-04,15:35,71
Marine Parade,2018-01-04,15:40,65
Marine Parade,2018-01-04,15:45,63
Marine Parade,2018-01-04,15:50,63
Marine Parade,2018-01-04,15:55,62
Marine Parade,2018-01-05,08:00,34
Marine Parade,2018-01-05,08:05,39
Marine Parade,2018-01-05,08:10,38
Marine Parade,2018-01-05,08:15,42
Marine Parade,2018-01-05,08:20,47
Marine Parade,2018-01-05,08:25,50
Marine Parade,2018-01-05,08:30,47
Marine Parade,2018-01-05,08:35,51
Marine Parade,2018-01-05,08:40,48
Marine Parade,2018-01-05,08:45,51
Marine Parade,2018-01-05,08:50,49
Marine Parade,2018-01-05,08:55,45
Marine Parade,2018-01-05,09:00,50
Marine Parade,2018-01-05,09:05,49
Marine Parade,2018-01-05,09:10,53
Marine Parade,2018-01-05,09:15,53
Marine Parade,2018-01-05,09:20,53
Marine Parade,2018-01-05,09:25,59
Marine Parade,2018-01-05,09:30,57
Marine Parade,2018-01-05,09:35,62
Marine Parade,2018-01-05,09:40,60
Marine Parade,2018-01-05,09:45,58
Marine Parade,2018-01-05,09:50,59
Marine Parade,2018-01-05,09:55,65
Marine Parade,2018-01-05,10:00,65
Marine Parade,2018-01-05,10:05,66
Marine Parade,2018-01-05,10:10,61
Marine Parade,2018-01-05,10:15,56
Marine Parade,2018-01-05,10:20,60
Marine Parade,2018-01-05,10:25,56
Marine Parade,2018-01-05,10:30,55
Marine Parade,2018-01-05,10:35,53
Marine Parade,2018-01-05,10:40,55
Marine Parade,2018-01-05,10:45,56
Marine Parade,2018-01-05,10:50,54
Marine Parade,2018-01-05,10:55,56
Marine Parade,2018-01-05,11:00,53
Marine Parade,2018-01-05,11:05,54
Marine Parade,2018-01-05,11:10,49
Marine Parade,2018-01-05,11:15,47
Marine Parade,2018-01-05,11:20,43
Marine Parade,2018-01-05,11:25,41
Marine Parade,2018-01-05,14:00,58
Marine Parade,2018-01-05,14:05,62
Marine Parade,2018-01-05,14:10,63
Marine Parade,2018-01-05,14:15,68
Marine Parade,2018-01-05,14:20,69
Marine Parade,2018-01-05,14:25,73
Marine Parade,2018-01-05,14:30,74
Marine Parade,2018-01-05,14:35,74
Marine Parade,2018-01-05,14:40,80
Marine Parade,2018-01-05,14:45,82
Marine Parade,2018-01-05,14:50,84
Marine Parade,2018-01-05,14:55,88
Marine Parade,2018-01-05,15:00,89
Marine Parade,2018-01-05,15:05,86
Marine Parade,2018-01-05,15:10,91
Marine Parade,2018-01-05,15:15,91
Marine Parade,2018-01-05,15:20,93
Marine Parade,2018-01-05,15:25,92
Marine Parade,2018-01-05,15:30,92
Marine Parade,2018-01-05,15:35,94
Marine Parade,2018-01-05,15:40,90
Marine Parade,2018-01-05,15:45,89
Marine Parade,2018-01-05,15:50,84
Marine Parade,2018-01-05,15:55,86
Marine Parade,2018-01-06,08:00,27
Marine Parade,2018-01-06,08:05,23
Marine Parade,2018-01-06,08:10,28
Marine Parade,2018-01-06,08:15,30
Marine Parade,2018-01-06,08:20,30
Marine Parade,2018-01-06,08:25,28
Marine Parade,2018-01-06,08:30,27
Marine Parade,2018-01-06,08:35,24
Marine Parade,2018-01-06,08:40,26
Marine Parade,2018-01-06,08:45,31
Marine Parade,2018-01-06,08:50,30
Marine Parade,2018-01-06,08:55,36
Marine Parade,2018-01-06,09:00,35
Marine Parade,2018-01-06,09:05,35
Marine Parade,2018-01-06,09:10,38
Marine Parade,2018-01-06,09:15,37
Marine Parade,2018-01-06,09:20,41
Marine Parade,2018-01-06,09:25,43
Marine Parade,2018-01-06,09:30,42
Marine Parade,2018-01-06,09:35,43
Marine Parade,2018-01-06,09:40,46
Marine Parade,2018-01-06,09:45,51
Marine Parade,2018-01-06,09:50,52
Marine Parade,2018-01-06,09:55,51
Marine Parade,2018-01-06,10:00,52
Marine Parade,2018-01-06,10:05,51
Marine Parade,2018-01-06,10:10,49
Marine Parade,2018-01-06,10:15,48
Marine Parade,2018-01-06,10:20,49
Marine Parade,2018-01-06,10:25,54
Marine Parade,2018-01-08,08:00,44
Marine Parade,2018-01-08,08:05,46
Marine Parade,2018-01-08,08:10,50
Marine Parade,2018-01-08,08:15,54
Marine Parade,2018-01-08,08:20,54
Marine Parade,2018-01-08,08:25,55
Marine Parade,2018-01-08,08:30,62
Marine Parade,2018-01-08,08:35,61
Marine Parade,2018-01-08,08:40,62
Marine Parade,2018-01-08,08:45,61
Marine Parade,2018-01-08,08:50,56
Marine Parade,2018-01-08,09:05,58
Marine Parade,2018-01-08,09:10,61
Marine Parade,2018-01-08,09:15,65
Marine Parade,2018-01-08,09:20,69
Marine Parade,2018-01-08,09:25,65
Marine Parade,2018-01-08,09:30,61
Marine Parade,2018-01-08,09:35,58
Marine Parade,2018-01-08,09:40,55
Marine Parade,2018-01-08,09:45,63
Marine Parade,2018-01-08,09:50,59
Marine Parade,2018-01-08,09:55,61
Marine Parade,2018-01-08,10:00,67
Marine Parade,2018-01-08,10:05,72
Marine Parade,2018-01-08,10:10,73
Marine Parade,2018-01-08,10:15,81
Marine Parade,2018-01-08,10:20,82
Marine Parade,2018-01-08,10:25,83
Marine Parade,2018-01-08,10:30,85
Marine Parade,2018-01-08,10:35,83
Marine Parade,2018-01-08,10:40,86
Marine Parade,2018-01-08,10:45,92
Marine Parade,2018-01-08,10:50,94
Marine Parade,2018-01-08,10:55,92
Marine Parade,2018-01-08,11:00,89
Marine Parade,2018-01-08,11:05,89
Marine Parade,2018-01-08,11:10,90
Marine Parade,2018-01-08,11:15,91
Marine Parade,2018-01-08,11:20,89
Marine Parade,2018-01-08,11:25,86
Marine Parade,2018-01-08,14:00,69
Marine Parade,2018-01-08,14:05,74
Marine Parade,2018-01-08,14:10,73
Marine Parade,2018-01-08,14:15,77
Marine Parade,2018-01-08,14:20,87
Marine Parade,2018-01-08,14:25,87
Marine Parade,2018-01-08,14:30,89
Marine Parade,2018-01-08,14:35,88
Marine Parade,2018-01-08,14:40,90
Marine Parade,2018-01-08,14:45,93
Marine Parade,2018-01-08,14:50,90
Marine Parade,2018-01-08,14:55,94
Marine Parade,2018-01-08,15:00,94
Marine Parade,2018-01-08,15:05,92
Marine Parade,2018-01-08,15:10,95
Marine Parade,2018-01-08,15:15,99
Marine Parade,2018-01-08,15:20,98
Marine Parade,2018-01-08,15:25,97
Marine Parade,2018-01-08,15:30,94
Marine Parade,2018-01-08,15:35,92
Marine Parade,2018-01-08,15:40,90
Marine Parade,2018-01-08,15:45,89
Marine Parade,2018-01-08,15:50,87
Marine Parade,2018-01-08,15:55,85
Marine Parade,2018-01-09,08:00,35
Marine Parade,2018-01-09,08:05,37
Marine Parade,2018-01-09,08:10,36
Marine Parade,2018-01-09,08:15,43
Marine Parade,2018-01-09,08:20,43
Marine Parade,2018-01-09,08:25,47
Marine Parade,2018-01-09,08:30,48
Marine Parade,2018-01-09,08:35,47
Marine Parade,2018-01-09,08:40,45
Marine Parade,2018-01-09,08:45,46
Marine Parade,2018-01-09,08:50,44
Marine Parade,2018-01-09,08:55,41
Marine Parade,2018-01-09,09:00,42
Marine Parade,2018-01-09,09:05,40
Marine Parade,2018-01-09,09:10,40
Marine Parade,2018-01-09,09:15,42
Marine Parade,2018-01-09,09:20,38
Marine Parade,2018-01-09,09:25,40
Marine Parade,2018-01-09,09:30,35
Marine Parade,2018-01-09,09:35,41
Marine Parade,2018-01-09,09:40,43
Marine Parade,2018-01-09,09:45,45
Marine Parade,2018-01-09,09:50,45
Marine Parade,2018-01-09,09:55,44
Marine Parade,2018-01-09,10:00,47
Marine Parade,2018-01-09,10:05,47
Marine Parade,2018-01-09,10:10,53
Marine Parade,2018-01-09,10:15,53
Marine Parade,2018-01-09,10:20,54
Marine Parade,2018-01-09,10:25,54
Marine Parade,2018-01-09,10:30,57
Marine Parade,2018-01-09,10:35,57
Marine Parade,2018-01-09,10:40,58
Marine Parade,2018-01-09,10:45,59
Marine Parade,2018-01-09,10:50,64
Marine Parade,2018-01-09,10:55,66
Marine Parade,2018-01-09,11:00,67
Marine Parade,2018-01-09,11:05,67
Marine Parade,2018-01-09,11:10,68
Marine Parade,2018-01-09,11:15,64
Marine Parade,2018-01-09,11:20,66
Marine Parade,2018-01-09,11:25,64
Marine Parade,2018-01-09,14:00,54
Marine Parade,2018-01-09,14:05,44
Marine Parade,2018-01-09,14:10,48
Marine Parade,2018-01-09,14:15,50
Marine Parade,2018-01-09,14:20,54
Marine Parade,2018-01-09,14:25,59
Marine Parade,2018-01-09,14:30,55
Marine Parade,2018-01-09,14:35,53
Marine Parade,2018-01-09,14:40,53
Marine Parade,2018-01-09,14:45,50
Marine Parade,2018-01-09,14:50,49
Marine Parade,2018-01-09,14:55,57
Marine Parade,2018-01-09,15:00,53
Marine Parade,2018-01-09,15:05,55
Marine Parade,2018-01-09,15:10,56
Marine Parade,2018-01-09,15:15,59
Marine Parade,2018-01-09,15:20,61
Marine Parade,2018-01-09,15:25,53
Marine Parade,2018-01-09,15:30,55
Marine Parade,2018-01-09,15:35,58
Marine Parade,2018-01-09,15:40,52
Marine Parade,2018-01-09,15:45,46
Marine Parade,2018-01-09,15:50,50
Marine Parade,2018-01-09,15:55,45
Marine Parade,2018-01-10,08:00,37
Marine Parade,2018-01-10,08:05,34
Marine Parade,2018-01-10,08:10,35
Marine Parade,2018-01-10,08:15,36
Marine Parade,2018-01-10,08:20,40
Marine Parade,2018-01-10,08:25,46
Marine Parade,2018-01-10,08:30,45
Marine Parade,2018-01-10,08:35,40
Marine Parade,2018-01-10,08:40,40
Marine Parade,2018-01-10,08:45,47
Marine Parade,2018-01-10,08:50,47
Marine Parade,2018-01-10,08:55,44
Marine Parade,2018-01-10,09:00,46
Marine Parade,2018-01-10,09:05,47
Marine Parade,2018-01-10,09:10,53
Marine Parade,2018-01-10,09:15,53
Marine Parade,2018-01-10,09:20,59
Marine Parade,2018-01-10,09:25,58
Marine Parade,2018-01-10,09:30,55
Marine Parade,2018-01-10,09:35,58
Marine Parade,2018-01-10,09:40,63
Marine Parade,2018-01-10,09:45,70
Marine Parade,2018-01-10,09:50,65
Marine Parade,2018-01-10,09:55,68
Marine Parade,2018-01-10,10:00,62
Marine Parade,2018-01-10,10:05,61
Marine Parade,2018-01-10,10:10,67
Marine Parade,2018-01-10,10:15,62
Marine Parade,2018-01-10,10:20,63
Marine Parade,2018-01-10,10:25,60
Marine Parade,2018-01-10,10:30,59
Marine Parade,2018-01-10,10:35,60
Marine Parade,2018-01-10,10:40,59
Marine Parade,2018-01-10,10:45,57
Marine Parade,2018-01-10,10:50,56
Marine Parade,2018-01-10,10:55,53
Marine Parade,2018-01-10,11:00,53
Marine Parade,2018-01-10,11:05,51
Marine Parade,2018-01-10,11:10,50
Marine Parade,2018-01-10,11:15,48
Marine Parade,2018-01-10,11:20,47
Marine Parade,2018-01-10,11:25,43
Marine Parade,2018-01-10,14:00,47
Marine Parade,2018-01-10,14:05,42
Marine Parade,2018-01-10,14:10,43
Marine Parade,2018-01-10,14:15,43
Marine Parade,2018-01-10,14:20,40
Marine Parade,2018-01-10,14:25,43
Marine Parade,2018-01-10,14:30,41
Marine Parade,2018-01-10,14:35,50
Marine Parade,2018-01-10,14:40,58
Marine Parade,2018-01-10,14:45,53
Marine Parade,2018-01-10,14:50,53
Marine Parade,2018-01-10,14:55,47
Marine Parade,2018-01-10,15:00,49
Marine Parade,2018-01-10,15:05,48
Marine Parade,2018-01-10,15:10,50
Marine Parade,2018-01-10,15:15,50
Marine Parade,2018-01-10,15:20,50
Marine Parade,2018-01-10,15:25,46
Marine Parade,2018-01-10,15:30,41
Marine Parade,2018-01-10,15:35,41
Marine Parade,2018-01-10,15:40,37
Marine Parade,2018-01-10,15:45,36
Marine Parade,2018-01-10,15:50,34
Marine Parade,2018-01-10,15:55,37
Marine Parade,2018-01-11,08:00,23
Marine Parade,2018-01-11,08:05,27
Marine Parade,2018-01-11,08:10,26
Marine Parade,2018-01-11,08:15,35
Marine Parade,2018-01-11,08:20,35
Marine Parade,2018-01-11,08:25,37
Marine Parade,2018-01-11,08:30,33
Marine Parade,2018-01-11,08:35,33
Marine Parade,2018-01-11,08:40,36
Marine Parade,2018-01-11,08:45,40
Marine Parade,2018-01-11,08:50,40
Marine Parade,2018-01-11,08:55,38
Marine Parade,2018-01-11,09:00,37
Marine Parade,2018-01-11,09:05,43
Marine Parade,2018-01-11,09:10,41
Marine Parade,2018-01-11,09:15,39
Marine Parade,2018-01-11,09:20,45
Marine Parade,2018-01-11,09:25,43
Marine Parade,2018-01-11,09:30,43
Marine Parade,2018-01-11,09:35,42
Marine Parade,2018-01-11,09:40,42
Marine Parade,2018-01-11,09:45,44
Marine Parade,2018-01-11,09:50,40
Marine Parade,2018-01-11,09:55,38
Marine Parade,2018-01-11,10:00,40
Marine Parade,2018-01-11,10:05,43
Marine Parade,2018-01-11,10:10,38
Marine Parade,2018-01-11,10:15,43
Marine Parade,2018-01-11,10:20,43
Marine Parade,2018-01-11,10:25,43
Marine Parade,2018-01-11,10:30,39
Marine Parade,2018-01-11,10:35,38
Marine Parade,2018-01-11,10:40,35
Marine Parade,2018-01-11,10:45,31
Marine Parade,2018-01-11,10:50,36
Marine Parade,2018-01-11,10:55,36
Marine Parade,2018-01-11,11:00,33
Marine Parade,2018-01-11,11:05,34
Marine Parade,2018-01-11,11:10,34
Marine Parade,2018-01-11,11:15,34
Marine Parade,2018-01-11,11:20,34
Marine Parade,2018-01-11,11:25,38
Marine Parade,2018-01-11,14:00,41
Marine Parade,2018-01-11,14:05,42
Marine Parade,2018-01-11,14:10,41
Marine Parade,2018-01-11,14:15,43
Marine Parade,2018-01-11,14:20,41
Marine Parade,2018-01-11,14:25,38
Marine Parade,2018-01-11,14:30,37
Marine Parade,2018-01-11,14:35,36
Marine Parade,2018-01-11,14:40,35
Marine Parade,2018-01-11,14:45,40
Marine Parade,2018-01-11,14:50,38
Marine Parade,2018-01-11,14:55,39
Marine Parade,2018-01-11,15:00,48
Marine Parade,2018-01-11,15:05,49
Marine Parade,2018-01-11,15:10,47
Marine Parade,2018-01-11,15:15,51
Marine Parade,2018-01-11,15:20,45
Marine Parade,2018-01-11,15:25,46
Marine Parade,2018-01-11,15:30,44
Marine Parade,2018-01-11,15:35,42
Marine Parade,2018-01-11,15:40,46
Marine Parade,2018-01-11,15:45,46
Marine Parade,2018-01-11,15:50,49
Marine Parade,2018-01-11,15:55,45
Marine Parade,2018-01-12,08:00,41
Marine Parade,2018-01-12,08:05,43
Marine Parade,2018-01-12,08:10,47
Marine Parade,2018-01-12,08:15,51
Marine Parade,2018-01-12,08:20,50
Marine Parade,2018-01-12,08:25,52
Marine Parade,2018-01-12,08:30,53
Marine Parade,2018-01-12,08:35,56
Marine Parade,2018-01-12,08:40,54
Marine Parade,2018-01-12,08:45,59
Marine Parade,2018-01-12,08:50,63
Marine Parade,2018-01-12,08:55,61
Marine Parade,2018-01-12,09:00,61
Marine Parade,2018-01-12,09:05,67
Marine Parade,2018-01-12,09:10,69
Marine Parade,2018-01-12,09:15,66
Marine Parade,2018-01-12,09:20,70
Marine Parade,2018-01-12,09:25,70
Marine Parade,2018-01-12,09:30,71
Marine Parade,2018-01-12,09:35,70
Marine Parade,2018-01-12,09:40,70
Marine Parade,2018-01-12,09:45,67
Marine Parade,2018-01-12,09:50,63
Marine Parade,2018-01-12,09:55,63
Marine Parade,2018-01-12,10:00,63
Marine Parade,2018-01-12,10:05,66
Marine Parade,2018-01-12,10:10,65
Marine Parade,2018-01-12,10:15,66
Marine Parade,2018-01-12,10:20,70
Marine Parade,2018-01-12,10:25,67
Marine Parade,2018-01-12,10:30,67
Marine Parade,2018-01-12,10:35,69
Marine Parade,2018-01-12,10:40,71
Marine Parade,2018-01-12,10:45,70
